007700	-0.0662697	-0.102548	-0.0984197	0.109746	-0.193414	-0.154579	-0.0827434	0.399906	0.411857	0.114099	-0.0400862	-0.104026	-0.112425	-0.498809	0.103984	0.133123	0.232522	-0.144871	-0.286413	-0.0607088	-0.0714221	-0.111437	0.516601	0.00779166	-0.291754	0.262224	-0.0593146	-0.060626	0.0270009	-0.178464
002270	0.189648	-0.140297	-0.0357606	-0.0254159	-0.142246	-0.162644	0.00650897	0.509468	0.370253	0.151656	-0.00203533	-0.147719	-0.301	-0.343228	0.0130517	0.15595	0.154911	-0.314954	-0.181782	-0.0846122	-0.0186575	-0.10686	0.53166	0.00746849	-0.214164	0.147092	-0.136302	-0.131462	0.105335	-0.197931
005610	0.119096	-0.185972	-0.113386	0.0135284	-0.17141	-0.130573	-0.0228317	0.307115	0.402748	0.0853046	-0.0685668	-0.136	-0.147514	-0.621414	0.183131	0.0745361	0.334	-0.17494	-0.131827	-0.0638668	-0.180917	-0.206417	0.513045	-0.108359	-0.208313	0.295644	-0.0450982	-0.0909489	0.0771099	-0.114007
006650	0.135527	-0.0354941	-0.0556579	-0.0362078	-0.244496	-0.09716	-0.17626	0.33943	0.462799	0.255557	-0.0868986	-0.0699352	-0.18139	-0.357614	-0.080733	0.229858	0.381002	-0.156219	-0.251037	0.0460974	0.125605	-0.195525	0.420173	-0.090097	-0.335113	0.339298	0.00511302	-0.0784943	-0.0795136	-0.111386
007310	0.0910407	-0.148277	-0.0686615	0.0931016	-0.103314	-0.185421	-0.106535	0.431611	0.433873	0.12094	0.0903252	-0.151786	-0.159717	-0.430162	-0.00216455	0.0487675	0.11623	-0.254373	-0.304696	-0.0644651	-0.0338131	-0.221757	0.495364	-0.108737	-0.222536	0.0600346	-0.148562	-0.169816	0.220056	-0.227474
000390	0.0638484	-0.0899075	-0.100435	0.168177	-0.250069	-0.088951	-0.074605	0.457718	0.4667	0.0593312	-0.160462	-0.0938813	-0.136155	-0.51863	0.0542926	0.147988	0.0970064	-0.0984941	-0.212804	-0.123755	-0.00233033	-0.0423434	0.508624	-0.0827607	-0.196982	0.212734	-0.166919	-0.171291	0.257363	-0.0386336
009240	0.0684475	-0.116036	-0.0618393	0.0581046	-0.155076	-0.0484343	-0.183072	0.383394	0.524969	0.221704	-0.036354	-0.16202	-0.115317	-0.536958	0.0501253	0.0431745	0.190246	-0.198593	-0.283143	0.04451	-0.108474	-0.158833	0.481305	-0.0531709	-0.121023	0.154514	-0.0846394	-0.11936	0.127664	-0.226321
010130	0.121266	0.0169254	-0.254713	-0.00539256	-0.18325	-0.0870045	-0.0651567	0.409107	0.334757	0.146652	-0.0602724	-0.00770144	-0.0938761	-0.173633	-0.240176	0.280883	0.331594	-0.308507	-0.260686	-0.0689161	0.201346	-0.163373	0.469936	-0.0177717	-0.317708	0.136884	-0.228003	-0.0544521	-0.130364	-0.219043
035150	-0.00733171	-0.101843	-0.306547	0.0349371	-0.120762	-0.187054	-0.248127	0.377108	0.481251	0.139624	-0.13451	-0.103637	-0.1865	-0.445236	-0.0320584	0.148801	0.34388	-0.166484	-0.126284	-0.160374	-0.039819	-0.0111596	0.42744	0.104764	-0.164846	0.349494	-0.017044	0.143462	-0.056477	-0.210578
014440	0.0988192	-0.0427417	-0.205979	0.153546	-0.11831	-0.250017	-0.127539	0.597039	0.363055	-0.0562827	-0.144188	-0.0925657	-0.163503	-0.363318	-0.167735	0.16476	0.136317	-0.400054	-0.154781	0.0379041	0.13093	-0.0917341	0.456899	-0.00988954	0.0204053	0.236586	-0.134482	-0.0419077	0.0541095	-0.103831
